,prix,kilometrage,energie,capacite,cO2,transmission,portes,CV,date
1074,9490.0,96891.0,Essence,5.0,135.0,Manuelle,4.0,7.0,2013.0
1075,20499.0,10.0,Essence,,100.0,Manuelle,4.0,5.0,2019.0
1076,18490.0,83625.0,Diesel,5.0,119.0,Manuelle,4.0,6.0,2018.0
1077,8990.0,59100.0,Essence,4.0,93.0,Manuelle,5.0,4.0,2018.0
1078,8990.0,60590.0,Essence,4.0,93.0,Manuelle,5.0,4.0,2018.0
1079,8990.0,57990.0,Essence,4.0,93.0,Manuelle,5.0,4.0,2018.0
1080,9880.0,14751.0,GPL ou GNL,5.0,,Manuelle,4.0,4.0,
1081,11980.0,28546.0,Diesel,5.0,,Manuelle,4.0,4.0,
1082,24990.0,31490.0,Diesel,5.0,98.0,Automatique,5.0,6.0,2020.0
1083,25990.0,53490.0,Diesel,7.0,102.0,Automatique,5.0,6.0,2019.0
1084,34970.0,13222.0,Diesel,5.0,123.0,,5.0,8.0,2020.0
1085,1890.0,322000.0,Diesel,,,Manuelle,,,
1086,2500.0,172000.0,Diesel,4.0,,Manuelle,5.0,6.0,
1087,3290.0,158000.0,Diesel,7.0,,Manuelle,5.0,6.0,
1088,3390.0,182000.0,Diesel,,,Manuelle,,,
1089,10990.0,115000.0,Essence,5.0,104.0,Manuelle,5.0,6.0,2015.0
1090,9990.0,55000.0,Diesel,5.0,79.0,Manuelle,5.0,4.0,2015.0
1091,20499.0,10.0,Essence,,100.0,Manuelle,4.0,5.0,2019.0
1092,18990.0,89000.0,Diesel,,,Manuelle,,5.0,
1093,23990.0,53990.0,Diesel,5.0,128.0,Manuelle,5.0,8.0,2019.0
1094,15790.0,18920.0,Essence,,116.0,Manuelle,4.0,7.0,
1095,11490.0,59554.0,Diesel,5.0,90.0,Manuelle,4.0,4.0,2017.0
1096,14590.0,27724.0,Essence,5.0,110.0,Manuelle,4.0,7.0,2016.0
1097,15990.0,43243.0,Diesel,5.0,107.0,Manuelle,4.0,6.0,2017.0
1098,24990.0,69565.0,Diesel,5.0,106.0,Semi automatique,4.0,7.0,2017.0
1099,13990.0,68082.0,Diesel,5.0,97.0,Manuelle,4.0,5.0,2016.0
1100,11980.0,93976.0,Diesel,5.0,,Manuelle,4.0,5.0,
1101,11990.0,42244.0,Diesel,5.0,93.0,Manuelle,4.0,4.0,2017.0
1102,15990.0,28035.0,Essence,5.0,114.0,Automatique,4.0,6.0,2019.0
1103,26390.0,12034.0,Essence,5.0,118.0,Manuelle,4.0,7.0,2019.0
1104,14490.0,53000.0,Essence,5.0,122.0,Automatique,4.0,7.0,2017.0
1105,28470.0,83413.0,Diesel,7.0,123.0,,5.0,8.0,2018.0
1106,19990.0,31000.0,Essence,4.0,139.0,Manuelle,2.0,10.0,2017.0
1107,21999.0,10.0,Essence,5.0,,Manuelle,4.0,6.0,2020.0
1108,19970.0,10426.0,Essence,5.0,,Semi automatique,5.0,6.0,2019.0
1109,19970.0,9993.0,Essence,5.0,,Semi automatique,5.0,6.0,2019.0
1110,5450.0,160783.0,Essence,4.0,166.0,Manuelle,2.0,7.0,2006.0
1111,2499.0,326200.0,Diesel,5.0,150.0,Manuelle,4.0,6.0,1999.0
1112,7490.0,50918.0,Essence,5.0,126.0,Manuelle,4.0,4.0,2017.0
1113,9190.0,139900.0,Diesel,5.0,135.0,Manuelle,4.0,6.0,2014.0
1114,25800.0,18000.0,Diesel,5.0,,Automatique,4.0,,
1115,9470.0,153309.0,Diesel,5.0,,Manuelle,4.0,6.0,
1116,12980.0,26600.0,Essence,5.0,,Manuelle,4.0,5.0,
1117,14970.0,33804.0,Essence,5.0,,Manuelle,5.0,5.0,2018.0
1118,15970.0,3597.0,Essence,5.0,,Manuelle,5.0,5.0,2019.0
1119,9890.0,27250.0,Essence,5.0,,Manuelle,5.0,5.0,2018.0
1120,5600.0,110000.0,Essence,5.0,,Manuelle,2.0,9.0,2003.0
1121,6500.0,145000.0,Essence,5.0,158.0,Manuelle,2.0,7.0,2006.0
1122,5990.0,200000.0,Diesel,5.0,99.0,Manuelle,5.0,5.0,2010.0
1123,21999.0,10.0,Essence,5.0,,Manuelle,4.0,6.0,2020.0
1124,31490.0,79105.0,Diesel,4.0,,Automatique,2.0,12.0,
1125,18990.0,80000.0,Essence,5.0,,Manuelle,2.0,12.0,
1126,13490.0,142000.0,Diesel,5.0,,Automatique,5.0,8.0,
1127,7490.0,114814.0,Diesel,5.0,,Manuelle,5.0,6.0,
1128,8990.0,149631.0,Diesel,5.0,,Automatique,5.0,9.0,
1129,7790.0,107943.0,Diesel,5.0,,Manuelle,2.0,5.0,
1130,18890.0,129900.0,Diesel,5.0,,Automatique,4.0,10.0,2014.0
1131,23900.0,11733.0,Essence,5.0,109.0,,4.0,6.0,2020.0
1132,15400.0,73048.0,Diesel,5.0,120.0,,4.0,8.0,2017.0
1133,11200.0,33246.0,Essence,5.0,113.0,,4.0,5.0,2019.0
1134,14750.0,20600.0,Essence,5.0,,Manuelle,4.0,6.0,2017.0
1135,38400.0,31300.0,Diesel,,,Automatique,5.0,8.0,2020.0
1136,19990.0,78125.0,Diesel,,,Automatique,5.0,9.0,2013.0
1137,10990.0,99500.0,Diesel,5.0,113.0,Manuelle,4.0,6.0,2014.0
1138,8490.0,96000.0,Essence,,,Manuelle,,6.0,2011.0
1139,20499.0,10.0,Essence,,100.0,Manuelle,4.0,5.0,2019.0
1140,12990.0,63000.0,Diesel,5.0,,Manuelle,4.0,5.0,2016.0
1141,7490.0,172566.0,Diesel,5.0,118.0,Manuelle,5.0,5.0,2012.0
1142,21490.0,72531.0,Diesel,7.0,,Automatique,4.0,6.0,2018.0
1143,8990.0,60020.0,Diesel,5.0,108.0,,4.0,5.0,2016.0
1144,6690.0,134300.0,Diesel,5.0,130.0,Manuelle,4.0,6.0,2011.0
1145,7300.0,80500.0,Essence,5.0,114.0,Manuelle,4.0,6.0,2012.0
1146,11990.0,75500.0,Diesel,5.0,102.0,Automatique,4.0,5.0,2016.0
1147,7990.0,107617.0,Diesel,5.0,82.0,Manuelle,4.0,4.0,2017.0
1148,8990.0,74760.0,Diesel,5.0,85.0,Manuelle,4.0,4.0,2017.0
1149,8990.0,79096.0,Diesel,5.0,85.0,Manuelle,4.0,4.0,2016.0
1150,8990.0,81809.0,Diesel,5.0,85.0,Manuelle,4.0,4.0,2016.0
1151,9490.0,39521.0,Diesel,5.0,85.0,Manuelle,4.0,4.0,2017.0
1152,9690.0,103034.0,Diesel,5.0,92.0,Semi automatique,4.0,4.0,2017.0
1153,10490.0,57085.0,Diesel,5.0,82.0,Manuelle,4.0,4.0,2018.0
1154,12990.0,80667.0,Diesel,5.0,95.0,Manuelle,4.0,5.0,2018.0
1155,21999.0,10.0,Essence,5.0,,Manuelle,4.0,6.0,2020.0
1156,12990.0,84987.0,Diesel,5.0,95.0,Semi automatique,4.0,5.0,2018.0
1157,13990.0,22027.0,Essence,5.0,123.0,Manuelle,4.0,5.0,2019.0
1158,13990.0,26105.0,Essence,5.0,123.0,Manuelle,4.0,5.0,2019.0
1159,13990.0,23255.0,Essence,5.0,123.0,Manuelle,4.0,5.0,2019.0
1160,13990.0,22528.0,Essence,5.0,123.0,Manuelle,4.0,5.0,2019.0
1161,13990.0,98804.0,Diesel,5.0,95.0,Semi automatique,4.0,5.0,2017.0
1162,14990.0,85968.0,Diesel,5.0,99.0,Manuelle,4.0,5.0,2018.0
1163,16990.0,74035.0,Diesel,5.0,105.0,Semi automatique,4.0,5.0,2018.0
1164,36990.0,13895.0,Hybride,5.0,132.0,Automatique,4.0,8.0,2019.0
1165,4990.0,200650.0,Diesel,,,Manuelle,4.0,,2011.0
1166,6990.0,146640.0,Diesel,5.0,205.0,Manuelle,4.0,9.0,2006.0
1167,6990.0,150344.0,Diesel,,,Automatique,4.0,,2013.0
1168,7780.0,95500.0,Diesel,5.0,154.0,Manuelle,2.0,9.0,2009.0
1169,7790.0,194162.0,Diesel,,,Manuelle,4.0,,2012.0
1170,8900.0,34500.0,Essence,4.0,97.0,Manuelle,5.0,4.0,2015.0
1171,20499.0,10.0,Essence,,100.0,Manuelle,4.0,5.0,2019.0
1172,9900.0,80990.0,Diesel,2.0,,Manuelle,2.0,5.0,
1173,9900.0,77800.0,Diesel,5.0,,Automatique,5.0,6.0,
1174,10500.0,25750.0,Diesel,5.0,79.0,Manuelle,5.0,3.0,2016.0
1175,10500.0,49950.0,Diesel,5.0,94.0,Manuelle,5.0,5.0,2017.0
1176,10500.0,58600.0,Diesel,5.0,,Manuelle,5.0,4.0,
1177,11600.0,27100.0,Diesel,5.0,,Manuelle,5.0,4.0,
1178,13500.0,59600.0,Diesel,7.0,,Automatique,5.0,6.0,
1179,13900.0,97700.0,Diesel,5.0,109.0,Manuelle,5.0,7.0,2015.0
1180,14900.0,7900.0,Electrique,4.0,,Automatique,2.0,1.0,2018.0
1181,15490.0,44200.0,Essence,5.0,114.0,Automatique,5.0,9.0,2014.0
1182,15900.0,95900.0,Diesel,5.0,,Automatique,5.0,10.0,
1183,16500.0,60900.0,Diesel,7.0,119.0,Manuelle,5.0,7.0,2016.0
1184,16900.0,69990.0,Essence,5.0,,Automatique,5.0,9.0,
1185,17500.0,73400.0,Diesel,7.0,143.0,Manuelle,5.0,7.0,2015.0
1186,17900.0,57100.0,Diesel,5.0,,Automatique,5.0,9.0,
1187,20499.0,10.0,Essence,,100.0,Manuelle,4.0,5.0,2019.0
1188,17900.0,77400.0,Diesel,7.0,,Manuelle,5.0,140.0,
1189,18900.0,65300.0,Diesel,7.0,139.0,Manuelle,5.0,7.0,2015.0
1190,20900.0,86200.0,Diesel,5.0,,Automatique,5.0,7.0,
1191,21500.0,28100.0,Diesel,5.0,105.0,Automatique,5.0,9.0,2017.0
1192,21900.0,47400.0,Diesel,5.0,130.0,Automatique,5.0,7.0,2015.0
1193,23900.0,51600.0,Diesel,7.0,154.0,Automatique,5.0,7.0,2017.0
1194,25900.0,59990.0,Diesel,7.0,132.0,Manuelle,5.0,8.0,2017.0
1195,25900.0,59800.0,Diesel,5.0,127.0,Manuelle,5.0,10.0,2016.0
1196,28900.0,36200.0,Diesel,5.0,122.0,Automatique,5.0,10.0,2017.0
1197,4500.0,150000.0,Essence,,,Manuelle,2.0,7.0,2005.0
1198,4990.0,72800.0,Essence,,,Manuelle,2.0,4.0,2010.0
1199,6500.0,249000.0,Diesel,,,Automatique,4.0,15.0,2006.0
1200,6990.0,71800.0,Essence,,,Manuelle,4.0,4.0,2016.0
1201,8900.0,185000.0,Diesel,,,Manuelle,4.0,8.0,2012.0
1202,9900.0,132700.0,Diesel,,,Manuelle,4.0,6.0,2013.0
1203,20499.0,10.0,Essence,,100.0,Manuelle,4.0,5.0,2019.0
1204,9900.0,115000.0,Diesel,,,Manuelle,4.0,5.0,2014.0
1205,9990.0,50000.0,Diesel,,,Manuelle,4.0,4.0,2014.0
1206,11500.0,110000.0,Diesel,,,Automatique,4.0,6.0,2014.0
1207,12500.0,75000.0,Essence,,,Manuelle,4.0,8.0,2013.0
1208,14900.0,66000.0,Diesel,,,Automatique,4.0,5.0,2017.0
1209,14900.0,46900.0,Essence,,,Manuelle,4.0,8.0,2016.0
1210,18500.0,78000.0,Essence,,,Manuelle,4.0,8.0,2017.0
1211,10250.0,21200.0,Essence,5.0,120.0,Manuelle,4.0,5.0,2019.0
1212,13990.0,12900.0,Diesel,5.0,,Manuelle,4.0,5.0,2018.0
1213,16490.0,34500.0,Essence,5.0,106.0,Automatique,4.0,6.0,2017.0
1214,22490.0,46900.0,Essence,5.0,127.0,Automatique,4.0,7.0,2018.0
1215,24790.0,18900.0,Diesel,9.0,145.0,Manuelle,4.0,7.0,2018.0
1216,7500.0,89075.0,Diesel,5.0,187.0,Manuelle,4.0,9.0,2006.0
1217,8990.0,97655.0,Diesel,5.0,,Manuelle,,5.0,2012.0
1218,8990.0,127722.0,Diesel,5.0,,Manuelle,,6.0,2012.0
1219,20499.0,10.0,Essence,,100.0,Manuelle,4.0,5.0,2019.0
1220,10400.0,25523.0,Essence,4.0,,Manuelle,,5.0,2019.0
1221,10900.0,18091.0,Essence,4.0,,Manuelle,,5.0,2019.0
1222,11100.0,55931.0,Essence,5.0,,Manuelle,,5.0,2018.0
1223,11400.0,63098.0,Essence,5.0,,Manuelle,,5.0,2018.0
1224,11490.0,48712.0,Essence,5.0,,Manuelle,,6.0,2016.0
1225,11490.0,39306.0,Essence,5.0,115.0,Manuelle,4.0,5.0,2016.0
1226,12400.0,38000.0,Essence,5.0,,Manuelle,,5.0,2018.0
1227,12490.0,48054.0,Essence,5.0,113.0,Manuelle,4.0,5.0,2016.0
1228,12900.0,48375.0,Essence,5.0,,Manuelle,,6.0,2017.0
1229,12900.0,60460.0,Diesel,5.0,,Manuelle,,5.0,2016.0
1230,13490.0,72000.0,Diesel,5.0,115.0,Manuelle,4.0,6.0,2016.0
1231,13990.0,48130.0,Essence,5.0,,Manuelle,,6.0,2017.0
1232,17900.0,23760.0,Essence,5.0,,Automatique,,7.0,2019.0
1233,17900.0,23000.0,Essence,5.0,,Automatique,,7.0,2019.0
1234,22900.0,30000.0,Diesel,5.0,,Automatique,,6.0,2020.0
1235,20499.0,10.0,Essence,,100.0,Manuelle,4.0,5.0,2019.0
1236,9990.0,25000.0,Essence,4.0,115.0,Manuelle,2.0,4.0,2017.0
1237,11990.0,30841.0,Essence,5.0,127.0,Manuelle,4.0,5.0,2019.0
1238,13490.0,47630.0,Essence,5.0,125.0,Automatique,4.0,6.0,2017.0
1239,14490.0,53489.0,Diesel,5.0,87.0,Manuelle,4.0,5.0,2017.0
1240,15990.0,35635.0,Diesel,5.0,86.0,Manuelle,4.0,5.0,2019.0
1241,15990.0,33055.0,Diesel,5.0,86.0,Manuelle,4.0,5.0,2019.0
1242,16490.0,48800.0,Diesel,5.0,113.0,Manuelle,4.0,7.0,2018.0
1243,16990.0,40600.0,Diesel,7.0,104.0,Manuelle,4.0,5.0,2017.0
1244,24990.0,31202.0,Essence,5.0,113.0,Manuelle,4.0,7.0,2019.0
1245,10990.0,37200.0,Diesel,5.0,85.0,Manuelle,5.0,4.0,2017.0
1246,12890.0,75701.0,Diesel,5.0,,Manuelle,5.0,6.0,2018.0
1247,12890.0,43189.0,Essence,5.0,128.0,Manuelle,5.0,6.0,2017.0
1248,12890.0,53061.0,,5.0,,Automatique,5.0,3.0,2016.0
1249,13490.0,62974.0,Diesel,5.0,104.0,Manuelle,5.0,5.0,2017.0
1250,13890.0,27600.0,Essence,5.0,103.0,Manuelle,5.0,5.0,2019.0
1251,21999.0,10.0,Essence,5.0,,Manuelle,4.0,6.0,2020.0
1252,14490.0,91620.0,Diesel,5.0,,Manuelle,5.0,5.0,2017.0
1253,15490.0,44512.0,Diesel,5.0,107.0,Manuelle,5.0,5.0,2018.0
1254,15490.0,71116.0,Diesel,5.0,,Manuelle,5.0,5.0,2016.0
1255,15890.0,91978.0,Diesel,5.0,143.0,Manuelle,5.0,7.0,2015.0
1256,15890.0,82373.0,Diesel,5.0,,Manuelle,5.0,7.0,2015.0
1257,16890.0,69775.0,Diesel,5.0,120.0,Manuelle,5.0,7.0,2017.0
1258,16990.0,33409.0,Essence,5.0,,Manuelle,5.0,6.0,2017.0
1259,17490.0,31261.0,Essence,5.0,,Manuelle,5.0,6.0,2017.0
1260,18490.0,18796.0,Essence,,,Manuelle,5.0,6.0,2018.0
1261,18890.0,78007.0,Diesel,5.0,,Automatique,5.0,7.0,2018.0
1262,18890.0,61726.0,Diesel,5.0,133.0,Manuelle,5.0,7.0,2016.0
1263,18890.0,51084.0,Diesel,5.0,133.0,Manuelle,5.0,7.0,2017.0
1264,18890.0,46794.0,Diesel,5.0,,Manuelle,5.0,7.0,2018.0
1265,19490.0,13437.0,Diesel,,,Manuelle,5.0,6.0,2019.0
1266,19590.0,23280.0,Essence,,,Manuelle,5.0,6.0,2019.0
1267,21999.0,10.0,Essence,5.0,,Manuelle,4.0,6.0,2020.0
1268,19790.0,62142.0,Diesel,5.0,133.0,Manuelle,5.0,7.0,2018.0
1269,19890.0,18048.0,Essence,,,Automatique,5.0,6.0,2018.0
1270,19890.0,25891.0,Diesel,5.0,,Manuelle,5.0,7.0,2018.0
1271,19890.0,13817.0,Diesel,,,Manuelle,5.0,6.0,2019.0
1272,20490.0,21663.0,Diesel,,,Manuelle,5.0,6.0,2019.0
1273,2990.0,162600.0,Diesel,5.0,167.0,Manuelle,4.0,9.0,2004.0
1274,3690.0,177300.0,Diesel,5.0,141.0,Manuelle,4.0,5.0,2003.0
1275,3990.0,133700.0,Diesel,5.0,135.0,Manuelle,4.0,4.0,2006.0
1276,4290.0,232500.0,Diesel,7.0,192.0,Manuelle,4.0,7.0,2005.0
1277,4490.0,102000.0,Diesel,5.0,143.0,Manuelle,4.0,6.0,2005.0
1278,4690.0,159500.0,Essence,5.0,172.0,Manuelle,4.0,7.0,2005.0
1279,4790.0,130700.0,Essence,5.0,159.0,Manuelle,4.0,7.0,2006.0
1280,4790.0,129400.0,Essence,5.0,140.0,Manuelle,4.0,5.0,2008.0
1281,4890.0,72800.0,Diesel,4.0,122.0,Manuelle,2.0,4.0,2004.0
1282,4990.0,122400.0,Diesel,5.0,122.0,Manuelle,4.0,5.0,2007.0
1283,20499.0,10.0,Essence,,100.0,Manuelle,4.0,5.0,2019.0
1284,5190.0,136100.0,Diesel,5.0,124.0,Manuelle,4.0,5.0,2007.0
1285,5490.0,139800.0,Diesel,5.0,139.0,Manuelle,4.0,7.0,2007.0
1286,5590.0,211700.0,Diesel,7.0,188.0,Manuelle,4.0,9.0,2007.0
1287,5590.0,185000.0,Essence,5.0,276.0,Automatique,4.0,24.0,2002.0
1288,5790.0,212200.0,Essence,7.0,178.0,Manuelle,4.0,7.0,2005.0
1289,5790.0,151200.0,Diesel,5.0,190.0,Manuelle,4.0,7.0,2002.0
1290,5790.0,142700.0,Essence,5.0,164.0,Manuelle,4.0,7.0,2009.0
1291,5890.0,93800.0,Diesel,5.0,137.0,Manuelle,4.0,6.0,2005.0
1292,5990.0,134400.0,Essence,4.0,119.0,Manuelle,2.0,4.0,2009.0
1293,6590.0,123000.0,Diesel,5.0,161.0,Manuelle,4.0,10.0,2006.0
1294,6790.0,138000.0,Diesel,5.0,150.0,Semi automatique,4.0,6.0,2007.0
1295,6790.0,124600.0,Diesel,5.0,160.0,Manuelle,4.0,8.0,2006.0
1296,6890.0,99900.0,Essence,4.0,202.0,Manuelle,2.0,10.0,2003.0
1297,6990.0,99700.0,Diesel,5.0,149.0,Manuelle,4.0,6.0,2009.0
1298,6990.0,108000.0,Essence,5.0,231.0,Manuelle,2.0,10.0,2004.0
1299,21999.0,10.0,Essence,5.0,,Manuelle,4.0,6.0,2020.0
1300,7190.0,105300.0,Diesel,5.0,154.0,Manuelle,4.0,7.0,2009.0
1301,7390.0,137300.0,Diesel,5.0,119.0,Manuelle,4.0,6.0,2011.0
1302,7490.0,89300.0,Diesel,5.0,165.0,Manuelle,4.0,8.0,2009.0
1303,7490.0,192300.0,Essence,5.0,223.0,Manuelle,4.0,10.0,2006.0
1304,7690.0,153700.0,Diesel,7.0,183.0,Manuelle,4.0,9.0,2007.0
1305,7790.0,156600.0,Diesel,5.0,178.0,Semi automatique,4.0,10.0,2007.0
1306,7890.0,135400.0,Diesel,5.0,147.0,Manuelle,4.0,7.0,2010.0
1307,7890.0,136800.0,Diesel,5.0,119.0,Manuelle,4.0,6.0,2012.0
1308,7890.0,99300.0,Diesel,5.0,170.0,Manuelle,4.0,8.0,2009.0
1309,7990.0,163600.0,Diesel,5.0,262.0,Automatique,4.0,12.0,2006.0
1310,8390.0,88000.0,Essence,5.0,149.0,Manuelle,4.0,5.0,2011.0
1311,8490.0,116300.0,Essence,5.0,125.0,Manuelle,4.0,6.0,2013.0
1312,8490.0,131400.0,Diesel,5.0,151.0,Manuelle,4.0,8.0,2008.0
1313,8690.0,117000.0,Diesel,7.0,138.0,Manuelle,4.0,6.0,2010.0
1314,8990.0,152000.0,Diesel,5.0,126.0,Manuelle,4.0,7.0,2011.0
1315,21999.0,10.0,Essence,5.0,,Manuelle,4.0,6.0,2020.0
1316,9490.0,95100.0,Diesel,5.0,154.0,Manuelle,4.0,9.0,2009.0
1317,9690.0,193700.0,Diesel,5.0,227.0,Automatique,4.0,15.0,2005.0
1318,9690.0,164500.0,Diesel,5.0,208.0,Automatique,4.0,13.0,2007.0
1319,9890.0,150600.0,Diesel,5.0,172.0,Manuelle,4.0,10.0,2012.0
1320,9890.0,136300.0,Essence,4.0,211.0,Automatique,2.0,10.0,2007.0
1321,9890.0,160300.0,Diesel,5.0,199.0,Manuelle,4.0,11.0,2010.0
1322,9990.0,149500.0,Essence,5.0,225.0,Automatique,4.0,14.0,2009.0
1323,10490.0,137000.0,Diesel,7.0,139.0,Manuelle,4.0,7.0,2013.0
1324,10790.0,151600.0,Diesel,7.0,169.0,Manuelle,4.0,8.0,2012.0
1325,10990.0,96000.0,Diesel,5.0,112.0,Manuelle,4.0,6.0,2017.0
1326,11890.0,92600.0,Diesel,5.0,145.0,Manuelle,4.0,8.0,2012.0
1327,11990.0,193000.0,Diesel,8.0,194.0,Manuelle,4.0,9.0,2010.0
1328,11990.0,176000.0,Diesel,5.0,214.0,Automatique,4.0,13.0,2006.0
1329,12390.0,163500.0,Diesel,5.0,250.0,Automatique,4.0,12.0,2010.0
1330,12790.0,111500.0,Essence,4.0,221.0,Automatique,2.0,11.0,2012.0
1331,21999.0,10.0,Essence,5.0,,Manuelle,4.0,6.0,2020.0
1332,12990.0,93400.0,Diesel,5.0,147.0,Manuelle,4.0,8.0,2012.0
1333,13590.0,106300.0,Diesel,4.0,138.0,Manuelle,2.0,9.0,2014.0
1334,13690.0,130500.0,Diesel,7.0,152.0,Semi automatique,4.0,6.0,2011.0
1335,13890.0,163000.0,Diesel,9.0,199.0,Manuelle,4.0,9.0,2012.0
1336,14790.0,162600.0,Diesel,5.0,220.0,Automatique,4.0,15.0,2009.0
1337,14990.0,157300.0,Diesel,5.0,176.0,Automatique,4.0,10.0,2010.0
1338,14990.0,137000.0,Diesel,4.0,154.0,Automatique,2.0,12.0,2011.0
1339,14990.0,102000.0,Diesel,7.0,194.0,Automatique,4.0,11.0,2012.0
1340,14990.0,175000.0,Diesel,5.0,191.0,Automatique,4.0,14.0,2011.0
1341,15790.0,161800.0,Essence,7.0,331.0,Automatique,4.0,31.0,2006.0
1342,16490.0,118900.0,Essence,5.0,265.0,Automatique,4.0,23.0,2009.0
1343,24990.0,92100.0,Diesel,7.0,139.0,Automatique,4.0,8.0,2015.0
1344,17999.0,34720.0,Diesel,5.0,,Automatique,4.0,6.0,
1345,13999.0,16102.0,Essence,5.0,,Manuelle,4.0,4.0,
1346,18999.0,12145.0,Essence,5.0,,Manuelle,4.0,5.0,2020.0
1347,21999.0,10.0,Essence,5.0,,Manuelle,4.0,6.0,2020.0
1348,18499.0,53395.0,Diesel,5.0,,Automatique,4.0,6.0,
1349,33999.0,17228.0,Diesel,5.0,,Automatique,4.0,6.0,
1350,17999.0,45231.0,Diesel,5.0,,Manuelle,4.0,5.0,
1351,10495.0,46838.0,Essence,5.0,,Manuelle,4.0,6.0,2016.0
1352,15899.0,19950.0,Diesel,5.0,,Manuelle,4.0,5.0,
1353,19199.0,15279.0,Essence,5.0,,Automatique,4.0,6.0,2019.0
1354,21249.0,7500.0,Essence,5.0,,Manuelle,4.0,5.0,2020.0
1355,13899.0,8548.0,Essence,5.0,,Manuelle,4.0,4.0,2019.0
1356,14299.0,46045.0,Diesel,2.0,,Manuelle,4.0,5.0,
1357,43699.0,9500.0,,5.0,,Automatique,4.0,10.0,2020.0
1358,11495.0,25868.0,Essence,5.0,,Manuelle,4.0,5.0,
1359,18495.0,6900.0,Essence,5.0,,Manuelle,4.0,5.0,2020.0
1360,19995.0,6900.0,Essence,5.0,,Manuelle,4.0,7.0,2020.0
1361,21690.0,4500.0,Essence,5.0,,Manuelle,4.0,5.0,2020.0
1362,23090.0,5500.0,Essence,5.0,,Manuelle,4.0,6.0,2020.0
1363,20499.0,10.0,Essence,,100.0,Manuelle,4.0,5.0,2019.0
1364,29100.0,1500.0,Essence,5.0,,Automatique,4.0,7.0,2020.0
1365,31290.0,3500.0,Diesel,5.0,,Manuelle,4.0,6.0,2020.0
1366,38500.0,1500.0,,5.0,33.0,Automatique,4.0,9.0,2020.0
1367,9999.0,1916.0,Essence,4.0,,Manuelle,4.0,3.0,2019.0
1368,13399.0,59349.0,Diesel,5.0,,Manuelle,4.0,5.0,
1369,13499.0,55332.0,Diesel,5.0,,Manuelle,4.0,5.0,
1370,13999.0,44572.0,Diesel,5.0,,Manuelle,4.0,5.0,
1371,26799.0,7150.0,Diesel,5.0,,Automatique,4.0,6.0,2020.0
1372,26999.0,9500.0,Diesel,5.0,,Automatique,4.0,7.0,2020.0
1373,28499.0,35458.0,Diesel,5.0,,Automatique,4.0,6.0,
1374,28999.0,25650.0,Diesel,5.0,,Automatique,4.0,6.0,2019.0
1375,39399.0,10500.0,Diesel,5.0,,Automatique,4.0,9.0,
1376,48999.0,8492.0,,5.0,,Automatique,4.0,9.0,2020.0
1377,13199.0,58631.0,Essence,5.0,,Manuelle,4.0,5.0,2015.0
1378,13999.0,73050.0,Diesel,5.0,,Manuelle,4.0,5.0,
1379,21999.0,10.0,Essence,5.0,,Manuelle,4.0,6.0,2020.0
1380,15999.0,40801.0,Diesel,5.0,,Manuelle,4.0,5.0,
1381,16599.0,32174.0,Essence,5.0,,Manuelle,4.0,5.0,2016.0
1382,16999.0,37084.0,Essence,5.0,,Manuelle,4.0,7.0,2019.0
1383,18199.0,49002.0,Diesel,5.0,98.0,Manuelle,4.0,6.0,2017.0
1384,19999.0,61997.0,Diesel,7.0,,Manuelle,4.0,6.0,2016.0
1385,22999.0,36097.0,Diesel,5.0,,Manuelle,4.0,5.0,2020.0
1386,27999.0,40391.0,Diesel,7.0,,Manuelle,4.0,8.0,
1387,13499.0,12175.0,Essence,5.0,,Manuelle,4.0,4.0,
1388,13799.0,45575.0,Diesel,5.0,,Manuelle,4.0,5.0,2015.0
1389,16999.0,20907.0,Essence,5.0,,Manuelle,4.0,5.0,
1390,18499.0,20885.0,Essence,5.0,,Manuelle,4.0,7.0,2019.0
1391,19999.0,7108.0,Essence,5.0,,Manuelle,4.0,5.0,
1392,30999.0,3808.0,Diesel,5.0,,Automatique,4.0,6.0,
1393,30999.0,16713.0,Diesel,5.0,,Automatique,4.0,6.0,2020.0
1394,26590.0,1000.0,Essence,5.0,163.0,Automatique,4.0,7.0,2020.0
1395,21999.0,10.0,Essence,5.0,,Manuelle,4.0,6.0,2020.0
1396,12490.0,110577.0,Diesel,5.0,94.0,Manuelle,4.0,6.0,2017.0
1397,28595.0,6000.0,Essence,5.0,130.0,Automatique,4.0,7.0,2020.0
1398,9990.0,122121.0,Diesel,5.0,94.0,Manuelle,4.0,4.0,2017.0
1399,12490.0,59943.0,Diesel,5.0,95.0,Manuelle,4.0,5.0,2017.0
1400,9490.0,66037.0,Essence,5.0,,Manuelle,4.0,5.0,2017.0
1401,19990.0,23031.0,Diesel,5.0,,Manuelle,4.0,5.0,2020.0
1402,10990.0,10891.0,Diesel,5.0,107.0,Manuelle,2.0,4.0,2017.0
1403,23500.0,23414.0,Diesel,5.0,131.0,Automatique,4.0,6.0,2020.0
1404,11890.0,95959.0,Diesel,5.0,,Manuelle,2.0,7.0,2014.0
1405,28600.0,4785.0,Essence,5.0,146.0,Manuelle,4.0,7.0,2020.0
1406,21650.0,1500.0,Essence,5.0,130.0,Manuelle,4.0,5.0,2020.0
1407,9990.0,89375.0,Diesel,5.0,,Manuelle,4.0,4.0,2016.0
