,prix,kilometrage,energie,capacite,cO2,transmission,portes,CV,date
347,14990.0,87527.0,Diesel,,116.0,Manuelle,4.0,7.0,
348,8290.0,90677.0,Diesel,,109.0,Manuelle,4.0,4.0,
349,12490.0,105891.0,Diesel,,103.0,Automatique,4.0,6.0,
350,13290.0,38900.0,Essence,,103.0,Manuelle,4.0,5.0,
351,13690.0,75000.0,Diesel,,114.0,Manuelle,4.0,7.0,
352,19990.0,34390.0,Essence,,116.0,Manuelle,4.0,6.0,
353,16990.0,48350.0,Essence,,117.0,Manuelle,4.0,7.0,
354,17990.0,61280.0,Diesel,,128.0,Manuelle,4.0,8.0,
355,21999.0,10.0,Essence,5.0,,Manuelle,4.0,6.0,2020.0
356,7290.0,78089.0,Essence,,99.0,Manuelle,4.0,4.0,
357,14790.0,106344.0,Diesel,,107.0,Manuelle,4.0,7.0,
358,11990.0,45550.0,Diesel,,89.0,Manuelle,2.0,4.0,
359,16490.0,140440.0,Essence,,179.0,Automatique,4.0,10.0,
360,16990.0,28201.0,Essence,,113.0,Automatique,4.0,6.0,
361,16700.0,131030.0,Diesel,7.0,221.0,Manuelle,4.0,10.0,2009.0
362,9000.0,116200.0,Diesel,7.0,139.0,Manuelle,4.0,7.0,2011.0
363,5490.0,280000.0,Diesel,5.0,229.0,Automatique,4.0,15.0,2005.0
364,2490.0,236000.0,Diesel,5.0,117.0,Automatique,5.0,4.0,2005.0
365,3490.0,90250.0,Essence,5.0,140.0,Manuelle,5.0,4.0,2009.0
366,3890.0,202000.0,Diesel,5.0,,Manuelle,2.0,150.0,2005.0
367,4290.0,122000.0,Diesel,5.0,157.0,Manuelle,5.0,9.0,2007.0
368,4990.0,124700.0,Essence,4.0,185.0,Manuelle,2.0,140.0,2006.0
369,6490.0,175000.0,Diesel,5.0,119.0,Manuelle,5.0,5.0,2011.0
370,6990.0,113000.0,Diesel,5.0,,Manuelle,,,2012.0
371,21999.0,10.0,Essence,5.0,,Manuelle,4.0,6.0,2020.0
372,7190.0,224500.0,Diesel,5.0,129.0,Manuelle,5.0,6.0,2011.0
373,7490.0,14282.0,Essence,5.0,120.0,Manuelle,4.0,4.0,2014.0
374,7490.0,70900.0,Essence,5.0,115.0,Manuelle,5.0,90.0,2016.0
375,8790.0,139000.0,Diesel,5.0,159.0,Automatique,5.0,8.0,2012.0
376,10990.0,87200.0,Essence,4.0,149.0,Manuelle,5.0,11.0,2011.0
377,5990.0,87307.0,Diesel,2.0,90.0,Manuelle,4.0,6.0,2015.0
378,6290.0,104845.0,Diesel,2.0,82.0,Manuelle,4.0,4.0,2017.0
379,6890.0,88851.0,Diesel,2.0,82.0,Manuelle,4.0,4.0,2017.0
380,6990.0,69843.0,Diesel,2.0,82.0,Manuelle,4.0,4.0,2017.0
381,7590.0,61105.0,Diesel,2.0,85.0,Manuelle,4.0,4.0,2017.0
382,8490.0,23162.0,Essence,4.0,125.0,Manuelle,4.0,4.0,2018.0
383,8990.0,73974.0,Diesel,5.0,85.0,Manuelle,4.0,4.0,2017.0
384,9490.0,102658.0,Diesel,5.0,95.0,Manuelle,4.0,4.0,2017.0
385,9490.0,38892.0,Diesel,5.0,85.0,Manuelle,4.0,4.0,2017.0
386,9490.0,133611.0,Diesel,5.0,95.0,Manuelle,4.0,5.0,2016.0
387,21999.0,10.0,Essence,5.0,,Manuelle,4.0,6.0,2020.0
388,9690.0,98168.0,Diesel,5.0,92.0,Semi automatique,4.0,4.0,2016.0
389,9990.0,83891.0,Diesel,5.0,95.0,Manuelle,4.0,4.0,2017.0
390,9990.0,76999.0,Diesel,5.0,82.0,Manuelle,4.0,4.0,2017.0
391,9990.0,117938.0,Diesel,5.0,95.0,Manuelle,4.0,4.0,2017.0
392,11490.0,96754.0,Diesel,5.0,112.0,Manuelle,4.0,5.0,2019.0
393,11990.0,8542.0,Essence,5.0,119.0,Manuelle,4.0,5.0,2019.0
394,12390.0,73564.0,Diesel,5.0,95.0,Semi automatique,4.0,5.0,2017.0
395,12990.0,106919.0,Diesel,7.0,104.0,Manuelle,4.0,5.0,2017.0
396,12990.0,113045.0,Diesel,7.0,104.0,Manuelle,4.0,5.0,2017.0
397,15490.0,75880.0,Diesel,5.0,99.0,Semi automatique,4.0,5.0,2018.0
398,19990.0,66188.0,Diesel,5.0,126.0,Semi automatique,4.0,8.0,2019.0
399,11599.0,87258.0,Diesel,5.0,79.0,Manuelle,4.0,4.0,2017.0
400,17799.0,28160.0,Essence,5.0,106.0,Automatique,4.0,6.0,2017.0
401,10589.0,48753.0,Essence,5.0,,Manuelle,4.0,5.0,2016.0
402,21289.0,8500.0,Diesel,5.0,,Manuelle,4.0,5.0,2020.0
403,20499.0,10.0,Essence,,100.0,Manuelle,4.0,5.0,2019.0
404,31989.0,7500.0,Electrique,5.0,,Automatique,4.0,4.0,2020.0
405,14495.0,60952.0,Diesel,5.0,,Manuelle,4.0,7.0,
406,15995.0,78312.0,Diesel,5.0,,Manuelle,4.0,8.0,2018.0
407,16495.0,30814.0,Essence,5.0,,Automatique,4.0,6.0,2019.0
408,17690.0,1000.0,Essence,5.0,,Manuelle,4.0,5.0,2020.0
409,33090.0,1000.0,Diesel,5.0,,Automatique,4.0,7.0,2020.0
410,38490.0,1000.0,Diesel,5.0,,Automatique,4.0,6.0,
411,10579.0,28509.0,Essence,4.0,,Manuelle,4.0,4.0,2019.0
412,11999.0,4995.0,Essence,4.0,,Manuelle,4.0,4.0,
413,17499.0,52894.0,Diesel,5.0,,Automatique,4.0,6.0,2018.0
414,19499.0,8300.0,Essence,5.0,,Manuelle,4.0,5.0,2019.0
415,20499.0,7621.0,Diesel,5.0,,Manuelle,4.0,5.0,
416,20999.0,28057.0,Diesel,5.0,,Automatique,4.0,6.0,
417,25999.0,5955.0,Essence,,,Manuelle,4.0,5.0,
418,27299.0,9900.0,Essence,5.0,,Automatique,4.0,7.0,
419,20499.0,10.0,Essence,,100.0,Manuelle,4.0,5.0,2019.0
420,27390.0,7500.0,Essence,5.0,,Manuelle,4.0,7.0,2020.0
421,11999.0,71092.0,Diesel,5.0,,Manuelle,4.0,4.0,2017.0
422,12999.0,47744.0,Diesel,5.0,,Manuelle,4.0,5.0,2017.0
423,13599.0,26010.0,Essence,5.0,,Manuelle,4.0,4.0,
424,16999.0,38010.0,Essence,5.0,,Manuelle,4.0,7.0,2018.0
425,16999.0,56478.0,Diesel,5.0,,Manuelle,4.0,6.0,2018.0
426,17599.0,83068.0,Diesel,5.0,84.0,Manuelle,4.0,5.0,2017.0
427,17799.0,16211.0,Diesel,3.0,,Manuelle,2.0,5.0,
428,18599.0,69356.0,Diesel,5.0,,Manuelle,4.0,6.0,
429,21999.0,12633.0,Diesel,5.0,91.0,Manuelle,4.0,5.0,2020.0
430,29999.0,50484.0,Diesel,5.0,122.0,Automatique,4.0,11.0,2018.0
431,9199.0,18160.0,Essence,4.0,,Manuelle,4.0,3.0,
432,13499.0,23639.0,Essence,5.0,,Manuelle,4.0,4.0,
433,21399.0,7000.0,Diesel,5.0,,Manuelle,4.0,5.0,2020.0
434,21599.0,12604.0,Essence,5.0,,Automatique,4.0,6.0,2019.0
435,21999.0,10.0,Essence,5.0,,Manuelle,4.0,6.0,2020.0
436,25399.0,7000.0,Essence,5.0,,Manuelle,4.0,5.0,2020.0
437,29999.0,21302.0,Diesel,5.0,,Automatique,4.0,6.0,2019.0
438,30999.0,14306.0,Diesel,7.0,,Manuelle,4.0,6.0,
439,31999.0,7764.0,Essence,7.0,,Manuelle,4.0,7.0,
440,43999.0,6519.0,,5.0,,Automatique,4.0,9.0,2020.0
441,14590.0,22190.0,Essence,5.0,,Manuelle,5.0,6.0,
442,4900.0,138500.0,Diesel,5.0,,Automatique,5.0,6.0,
443,5490.0,150000.0,Diesel,5.0,,Manuelle,2.0,4.0,
444,5500.0,178450.0,Diesel,5.0,232.0,Automatique,4.0,10.0,2007.0
445,6500.0,130006.0,Diesel,2.0,82.0,Manuelle,4.0,6.0,2015.0
446,11990.0,110500.0,Diesel,5.0,95.0,Semi automatique,4.0,5.0,2018.0
447,14290.0,46292.0,,,82.0,Automatique,4.0,3.0,
448,17990.0,54857.0,Essence,,127.0,Automatique,4.0,7.0,
449,19990.0,64093.0,Diesel,,137.0,Manuelle,4.0,6.0,
450,9990.0,10169.0,Essence,,99.0,Manuelle,4.0,4.0,
451,21999.0,10.0,Essence,5.0,,Manuelle,4.0,6.0,2020.0
452,13490.0,59207.0,Essence,,110.0,Automatique,4.0,6.0,
453,13990.0,40482.0,Essence,,97.0,Automatique,2.0,4.0,
454,22990.0,38278.0,Diesel,,118.0,Automatique,4.0,8.0,
455,30490.0,16500.0,Diesel,,124.0,Automatique,4.0,9.0,
456,9990.0,20109.0,Essence,,139.0,Manuelle,4.0,5.0,
457,10490.0,21382.0,Essence,,99.0,Manuelle,4.0,4.0,
458,11690.0,48240.0,Essence,,105.0,Manuelle,4.0,5.0,
459,34777.0,9041.0,Diesel,,122.0,Automatique,4.0,10.0,
460,8490.0,30140.0,Essence,,105.0,Manuelle,2.0,3.0,
461,11490.0,103610.0,Essence,,107.0,Manuelle,4.0,6.0,
462,11490.0,134594.0,Diesel,,108.0,Automatique,4.0,7.0,
463,13490.0,96593.0,Diesel,,107.0,Manuelle,4.0,7.0,
464,14990.0,816.0,Essence,,106.0,Manuelle,4.0,5.0,
465,9290.0,52329.0,,,,Automatique,4.0,3.0,
466,17490.0,68188.0,Diesel,,108.0,Manuelle,4.0,7.0,
467,21999.0,10.0,Essence,5.0,,Manuelle,4.0,6.0,2020.0
468,22990.0,42312.0,Diesel,,109.0,Automatique,4.0,9.0,
469,12990.0,73078.0,Diesel,,105.0,Manuelle,4.0,5.0,
470,18990.0,50925.0,Diesel,,117.0,Automatique,4.0,7.0,
471,19990.0,30884.0,Essence,,116.0,Manuelle,4.0,7.0,
472,11490.0,35850.0,Essence,,128.0,Manuelle,4.0,6.0,
473,12490.0,79125.0,Diesel,,99.0,Manuelle,2.0,5.0,
474,13490.0,90225.0,Essence,,115.0,Manuelle,4.0,7.0,
475,13990.0,25166.0,Essence,,119.0,Manuelle,4.0,6.0,
476,8990.0,85813.0,Diesel,,85.0,Manuelle,4.0,4.0,
477,28490.0,9215.0,Essence,,113.0,Manuelle,4.0,7.0,
478,15390.0,20240.0,Essence,,115.0,Manuelle,4.0,7.0,
479,24490.0,27424.0,Essence,,113.0,Manuelle,4.0,7.0,
480,27790.0,9437.0,Diesel,,,Manuelle,4.0,7.0,
481,29990.0,16012.0,Diesel,,,Manuelle,4.0,7.0,
482,31490.0,6547.0,Diesel,,106.0,Automatique,4.0,7.0,
483,21999.0,10.0,Essence,5.0,,Manuelle,4.0,6.0,2020.0
484,14990.0,31462.0,Essence,,115.0,Manuelle,4.0,7.0,
485,15190.0,29828.0,Essence,,115.0,Manuelle,4.0,7.0,
486,15290.0,24902.0,Essence,,115.0,Manuelle,4.0,7.0,
487,15490.0,19269.0,Essence,,115.0,Manuelle,4.0,7.0,
488,11490.0,5261.0,Essence,,114.0,Manuelle,4.0,5.0,
489,19790.0,16131.0,Essence,,103.0,Manuelle,4.0,7.0,
490,24990.0,658.0,,,86.0,Automatique,4.0,5.0,
491,17490.0,75183.0,Diesel,,133.0,Manuelle,4.0,7.0,
492,17890.0,26908.0,Essence,,103.0,Manuelle,4.0,7.0,
493,17990.0,11145.0,Essence,,103.0,Manuelle,4.0,7.0,
494,18290.0,17820.0,Essence,,,Manuelle,4.0,7.0,
495,13690.0,60580.0,Essence,,110.0,Automatique,4.0,6.0,
496,14490.0,75105.0,Diesel,,100.0,Manuelle,4.0,6.0,
497,15490.0,33525.0,Diesel,,129.0,Automatique,4.0,5.0,
498,14990.0,40606.0,Diesel,,113.0,Manuelle,4.0,7.0,
499,20499.0,10.0,Essence,,100.0,Manuelle,4.0,5.0,2019.0
500,15990.0,84345.0,Diesel,,120.0,Manuelle,4.0,8.0,
501,19390.0,2858.0,,,99.0,Manuelle,4.0,7.0,
502,21490.0,13421.0,Essence,,130.0,Automatique,4.0,10.0,
503,11990.0,64623.0,Essence,,140.0,Manuelle,4.0,7.0,
504,18290.0,23639.0,,,99.0,Manuelle,4.0,7.0,
505,18590.0,17187.0,,,99.0,Manuelle,4.0,7.0,
506,18990.0,18500.0,,,99.0,Manuelle,4.0,7.0,
507,19190.0,15650.0,,,99.0,Manuelle,4.0,7.0,
508,10490.0,11875.0,Essence,,123.0,Manuelle,4.0,4.0,
509,12890.0,22896.0,Essence,,96.0,Manuelle,4.0,4.0,
510,13890.0,13955.0,Essence,,96.0,Manuelle,4.0,4.0,
511,14390.0,9303.0,Essence,,96.0,Manuelle,4.0,4.0,
512,15390.0,9214.0,Essence,,,Manuelle,4.0,6.0,
513,9990.0,28005.0,Essence,,85.0,Manuelle,4.0,3.0,
514,15590.0,3794.0,Essence,,,Manuelle,4.0,6.0,
515,21999.0,10.0,Essence,5.0,,Manuelle,4.0,6.0,2020.0
516,32990.0,43371.0,Diesel,,158.0,Automatique,4.0,9.0,
517,14490.0,56961.0,Diesel,,123.0,Manuelle,4.0,6.0,
518,25990.0,19726.0,Diesel,,100.0,Manuelle,4.0,7.0,
519,27290.0,8080.0,Diesel,,112.0,Manuelle,4.0,7.0,
520,28390.0,9021.0,Diesel,,106.0,Manuelle,4.0,7.0,
521,28990.0,12804.0,Diesel,,,Manuelle,4.0,7.0,
522,29290.0,8092.0,Diesel,,,Manuelle,4.0,7.0,
523,29490.0,1760.0,Diesel,,100.0,Manuelle,4.0,7.0,
524,29990.0,22190.0,,,94.0,Automatique,4.0,7.0,
525,17390.0,5320.0,Essence,,104.0,Manuelle,4.0,6.0,
526,28990.0,6502.0,Essence,,100.0,Automatique,4.0,7.0,
527,29990.0,3137.0,Essence,,,Automatique,4.0,7.0,
528,16290.0,10088.0,Essence,,104.0,Manuelle,4.0,6.0,
529,16590.0,10969.0,Essence,,104.0,Manuelle,4.0,6.0,
530,16290.0,26513.0,Essence,,103.0,Manuelle,4.0,5.0,
531,21999.0,10.0,Essence,5.0,,Manuelle,4.0,6.0,2020.0
532,20080.0,14723.0,Essence,,112.0,Automatique,4.0,7.0,
533,18490.0,30423.0,Essence,,106.0,Automatique,4.0,6.0,
534,18590.0,27514.0,Essence,,106.0,Automatique,4.0,6.0,
535,18990.0,19192.0,Essence,,108.0,Automatique,4.0,7.0,
536,19290.0,16721.0,Essence,,106.0,Automatique,4.0,6.0,
537,21390.0,11614.0,Essence,,108.0,Automatique,4.0,7.0,
538,20990.0,17045.0,Essence,,106.0,Automatique,4.0,7.0,
539,20990.0,15403.0,Essence,,106.0,Automatique,4.0,7.0,
540,21490.0,14425.0,Essence,,108.0,Automatique,4.0,7.0,
541,21490.0,13074.0,Essence,,106.0,Automatique,4.0,7.0,
542,17290.0,11763.0,Essence,,106.0,Manuelle,4.0,6.0,
543,17290.0,7690.0,Essence,,,Manuelle,4.0,6.0,
544,20990.0,15128.0,Essence,,108.0,Automatique,4.0,7.0,
545,21490.0,13521.0,Essence,,106.0,Automatique,4.0,7.0,
546,18490.0,6539.0,Essence,,104.0,Manuelle,4.0,6.0,
547,21999.0,10.0,Essence,5.0,,Manuelle,4.0,6.0,2020.0
548,23190.0,18828.0,Diesel,,101.0,Manuelle,4.0,7.0,
549,23290.0,14209.0,Diesel,,101.0,Manuelle,4.0,7.0,
550,23290.0,15054.0,Diesel,,,Manuelle,4.0,7.0,
551,23290.0,18000.0,Diesel,,,Manuelle,4.0,7.0,
552,23490.0,15597.0,Essence,,114.0,Manuelle,4.0,7.0,
553,24990.0,6439.0,Essence,,114.0,Manuelle,4.0,7.0,
554,27143.0,11222.0,Essence,,115.0,Manuelle,4.0,7.0,
555,26443.0,16491.0,Essence,,115.0,Manuelle,4.0,7.0,
556,17290.0,17046.0,Essence,,,Manuelle,4.0,7.0,
557,27143.0,17474.0,Essence,,115.0,Manuelle,4.0,7.0,
558,27197.0,26215.0,Essence,,118.0,Manuelle,4.0,7.0,
559,17290.0,13078.0,Essence,,,Manuelle,4.0,7.0,
560,17290.0,16222.0,Essence,,,Manuelle,4.0,7.0,
561,17290.0,14342.0,Essence,,,Manuelle,4.0,7.0,
562,19423.0,14152.0,Essence,,143.0,Manuelle,4.0,7.0,
563,21999.0,10.0,Essence,5.0,,Manuelle,4.0,6.0,2020.0
564,17590.0,37163.0,Essence,,103.0,Manuelle,4.0,7.0,
565,17890.0,29449.0,Essence,,103.0,Manuelle,4.0,7.0,
566,18290.0,13466.0,Essence,,112.0,Automatique,4.0,7.0,
567,17690.0,24343.0,Essence,,103.0,Manuelle,4.0,7.0,
568,17690.0,35729.0,Essence,,103.0,Manuelle,4.0,7.0,
569,29490.0,18144.0,Essence,,,Manuelle,4.0,7.0,
570,20490.0,13987.0,Essence,,103.0,Manuelle,4.0,7.0,
571,19990.0,21502.0,Essence,,103.0,Manuelle,4.0,7.0,
572,19990.0,23988.0,Essence,,103.0,Manuelle,4.0,7.0,
573,20990.0,3681.0,Essence,,103.0,Manuelle,4.0,7.0,
574,20990.0,2566.0,Essence,,,Manuelle,4.0,7.0,
575,19590.0,24442.0,Essence,,103.0,Manuelle,4.0,7.0,
576,19990.0,19223.0,Essence,,103.0,Manuelle,4.0,7.0,
577,20490.0,14706.0,Essence,,,Manuelle,4.0,7.0,
578,10990.0,47501.0,Diesel,,98.0,Manuelle,4.0,5.0,
579,20499.0,10.0,Essence,,100.0,Manuelle,4.0,5.0,2019.0
580,16490.0,23993.0,Essence,,104.0,Manuelle,4.0,5.0,
581,16490.0,68426.0,Diesel,,114.0,Manuelle,4.0,7.0,
582,17190.0,8831.0,Essence,,104.0,Manuelle,4.0,5.0,
583,9990.0,107497.0,Essence,,114.0,Manuelle,4.0,4.0,
584,17490.0,50995.0,Essence,,127.0,Manuelle,4.0,6.0,
585,18490.0,11152.0,Essence,,125.0,Automatique,4.0,7.0,
586,14990.0,27923.0,Essence,,110.0,Automatique,4.0,6.0,
587,18990.0,33652.0,Diesel,,105.0,Manuelle,4.0,6.0,
588,10990.0,11740.0,Essence,,116.0,Manuelle,2.0,4.0,
589,15490.0,40323.0,Essence,,113.0,Manuelle,4.0,6.0,
590,19690.0,42785.0,,,87.0,Automatique,4.0,4.0,
591,9990.0,31722.0,,,,Automatique,4.0,1.0,
592,14990.0,38149.0,Diesel,,115.0,Manuelle,4.0,6.0,
593,14290.0,43058.0,Essence,,103.0,Manuelle,4.0,5.0,
594,9990.0,94075.0,Essence,,114.0,Manuelle,4.0,4.0,
595,20499.0,10.0,Essence,,100.0,Manuelle,4.0,5.0,2019.0
596,11290.0,40237.0,Essence,,127.0,Manuelle,4.0,6.0,
597,13690.0,64636.0,Diesel,,102.0,Manuelle,4.0,7.0,
598,17490.0,34908.0,Essence,,133.0,Manuelle,2.0,10.0,
599,11290.0,1528.0,Essence,,112.0,Manuelle,2.0,4.0,
600,14990.0,50451.0,Essence,,119.0,Automatique,4.0,7.0,
601,16990.0,37348.0,Essence,,122.0,Manuelle,4.0,7.0,
602,19490.0,36603.0,Essence,,,Manuelle,4.0,7.0,
603,28990.0,38154.0,Essence,,132.0,Automatique,4.0,11.0,
604,15990.0,40607.0,Essence,,92.0,Manuelle,4.0,6.0,
605,18890.0,37509.0,Essence,,114.0,Manuelle,4.0,7.0,
606,8990.0,41652.0,Essence,,99.0,Manuelle,4.0,4.0,
607,15990.0,56614.0,Diesel,,106.0,Manuelle,4.0,7.0,
608,18490.0,38260.0,Essence,,129.0,Automatique,4.0,6.0,
609,18890.0,25732.0,Essence,,129.0,Automatique,4.0,6.0,
610,18890.0,24784.0,Essence,,129.0,Automatique,4.0,6.0,
611,21999.0,10.0,Essence,5.0,,Manuelle,4.0,6.0,2020.0
612,18990.0,24587.0,Essence,,129.0,Automatique,4.0,6.0,
613,20790.0,53600.0,Essence,,117.0,Manuelle,4.0,7.0,
614,9790.0,27530.0,Essence,,108.0,Manuelle,4.0,4.0,
615,15990.0,38635.0,Diesel,,95.0,Manuelle,4.0,5.0,
616,13990.0,48310.0,,,75.0,Automatique,4.0,3.0,
617,14490.0,36215.0,Essence,,124.0,Manuelle,4.0,6.0,
618,26990.0,17230.0,Essence,,136.0,Manuelle,4.0,8.0,
619,19290.0,9764.0,Essence,,103.0,Manuelle,4.0,7.0,
620,13990.0,41564.0,Essence,,115.0,Manuelle,4.0,6.0,
621,17890.0,29751.0,Diesel,,92.0,Manuelle,4.0,7.0,
622,24990.0,42790.0,Diesel,,114.0,Manuelle,4.0,8.0,
623,18990.0,22012.0,Diesel,,113.0,Manuelle,4.0,6.0,
624,15990.0,95090.0,Diesel,,102.0,Manuelle,4.0,6.0,
625,15790.0,22467.0,Essence,,,Manuelle,4.0,5.0,
626,19290.0,939.0,Essence,,,Manuelle,4.0,5.0,
627,21999.0,10.0,Essence,5.0,,Manuelle,4.0,6.0,2020.0
628,17490.0,21243.0,Essence,,,Automatique,4.0,5.0,
629,14990.0,22545.0,Diesel,,,Manuelle,4.0,5.0,
630,15540.0,20191.0,Essence,,,Manuelle,4.0,5.0,
631,16290.0,13969.0,Diesel,,,Manuelle,4.0,5.0,
632,15990.0,11742.0,Diesel,,,Manuelle,4.0,5.0,
633,12790.0,28287.0,Essence,,129.0,Manuelle,4.0,5.0,
634,13490.0,20912.0,Essence,,,Manuelle,4.0,4.0,
635,13790.0,14290.0,Essence,,,Manuelle,4.0,4.0,
636,22990.0,63160.0,Diesel,,120.0,Automatique,4.0,8.0,
637,14990.0,96576.0,Diesel,,108.0,Manuelle,4.0,6.0,
638,39990.0,8957.0,Essence,,129.0,Automatique,4.0,8.0,
639,13740.0,15063.0,Essence,,,Manuelle,4.0,4.0,
640,13640.0,17462.0,Essence,,,Manuelle,4.0,4.0,
641,13690.0,17276.0,Essence,,,Manuelle,4.0,4.0,
642,13740.0,15359.0,Essence,,,Manuelle,4.0,4.0,
643,21999.0,10.0,Essence,5.0,,Manuelle,4.0,6.0,2020.0
644,13740.0,15431.0,Essence,,,Manuelle,4.0,4.0,
645,13990.0,12854.0,Essence,,,Manuelle,4.0,4.0,
646,13740.0,15583.0,Essence,,,Manuelle,4.0,4.0,
647,13740.0,15187.0,Essence,,,Manuelle,4.0,4.0,
648,13390.0,23765.0,Essence,,,Manuelle,4.0,4.0,
649,13590.0,18944.0,Essence,,,Manuelle,4.0,4.0,
650,13840.0,13976.0,Essence,,,Manuelle,4.0,4.0,
651,13940.0,11767.0,Essence,,,Manuelle,4.0,4.0,
652,15740.0,16581.0,Essence,,,Manuelle,4.0,5.0,
653,15790.0,15030.0,Essence,,,Manuelle,4.0,5.0,
654,15890.0,13616.0,Essence,,,Manuelle,4.0,5.0,
655,15640.0,18799.0,Essence,,,Manuelle,4.0,5.0,
656,15640.0,18411.0,Essence,,,Manuelle,4.0,5.0,
657,15790.0,15230.0,Essence,,,Manuelle,4.0,5.0,
658,15990.0,11728.0,Essence,,,Manuelle,4.0,5.0,
659,21999.0,10.0,Essence,5.0,,Manuelle,4.0,6.0,2020.0
660,15540.0,20063.0,Essence,,,Manuelle,4.0,5.0,
661,15590.0,19969.0,Essence,,,Manuelle,4.0,5.0,
662,15740.0,16724.0,Essence,,,Manuelle,4.0,5.0,
663,15790.0,15087.0,Essence,,,Manuelle,4.0,5.0,
664,15740.0,16250.0,Essence,,,Manuelle,4.0,5.0,
665,15840.0,14787.0,Essence,,,Manuelle,4.0,5.0,
666,15990.0,11614.0,Essence,,,Manuelle,4.0,5.0,
667,15290.0,70200.0,Diesel,,99.0,Manuelle,4.0,5.0,
668,41990.0,2244.0,Essence,,129.0,Automatique,4.0,8.0,
669,7490.0,101329.0,Essence,,119.0,Manuelle,4.0,6.0,
670,9990.0,95763.0,Diesel,,99.0,Manuelle,2.0,5.0,
671,12790.0,58860.0,Diesel,,114.0,Manuelle,4.0,7.0,
672,13490.0,77441.0,Diesel,,99.0,Automatique,4.0,5.0,
673,9490.0,110795.0,Diesel,,125.0,Manuelle,4.0,6.0,
674,11990.0,71170.0,Essence,,128.0,Manuelle,4.0,6.0,
675,21999.0,10.0,Essence,5.0,,Manuelle,4.0,6.0,2020.0
676,16990.0,89405.0,Diesel,,118.0,Automatique,4.0,8.0,
677,21990.0,66453.0,Diesel,,124.0,Manuelle,4.0,7.0,
678,9990.0,7525.0,Essence,,108.0,Manuelle,4.0,5.0,
679,10990.0,44820.0,Essence,,114.0,Manuelle,4.0,5.0,
680,23490.0,96484.0,Diesel,,149.0,Automatique,4.0,8.0,
681,12490.0,129229.0,Diesel,,112.0,Automatique,4.0,8.0,
682,12490.0,114663.0,Essence,,129.0,Manuelle,4.0,6.0,
683,33990.0,39308.0,Diesel,,155.0,Automatique,4.0,9.0,
684,16990.0,57683.0,Diesel,,104.0,Automatique,4.0,6.0,
685,18490.0,20385.0,Diesel,,136.0,Manuelle,4.0,7.0,
686,21490.0,72634.0,Diesel,,131.0,Automatique,4.0,8.0,
687,21890.0,74304.0,Diesel,,127.0,Automatique,4.0,8.0,
688,11990.0,87584.0,Essence,,110.0,Manuelle,4.0,4.0,
689,18990.0,37058.0,Essence,,139.0,Manuelle,4.0,8.0,
690,18990.0,37170.0,Essence,,139.0,Manuelle,4.0,8.0,
691,21999.0,10.0,Essence,5.0,,Manuelle,4.0,6.0,2020.0
692,18990.0,35617.0,Essence,,139.0,Manuelle,4.0,8.0,
693,19290.0,27676.0,Essence,,139.0,Manuelle,4.0,8.0,
694,9490.0,87087.0,Essence,,139.0,Manuelle,2.0,9.0,
695,18990.0,86633.0,Diesel,,129.0,Automatique,4.0,7.0,
696,25990.0,76082.0,Diesel,,123.0,Automatique,4.0,8.0,
697,14990.0,35753.0,Essence,,140.0,Manuelle,4.0,8.0,
698,16990.0,42333.0,Essence,,115.0,Automatique,4.0,7.0,
699,26890.0,17330.0,Essence,,115.0,Manuelle,4.0,8.0,
700,11690.0,40250.0,Diesel,,120.0,Manuelle,4.0,6.0,
701,12990.0,55406.0,Essence,,139.0,Manuelle,4.0,8.0,
702,23990.0,13767.0,Diesel,,104.0,Manuelle,4.0,6.0,
703,37990.0,50607.0,Diesel,,159.0,Automatique,4.0,16.0,
704,12490.0,55613.0,Essence,,100.0,Manuelle,4.0,5.0,
705,16990.0,34004.0,Essence,,129.0,Manuelle,4.0,7.0,
706,12990.0,11474.0,Diesel,,108.0,Manuelle,4.0,5.0,
707,20499.0,10.0,Essence,,100.0,Manuelle,4.0,5.0,2019.0
708,18490.0,7430.0,Essence,,127.0,Manuelle,4.0,6.0,
709,19990.0,113488.0,Diesel,,159.0,Automatique,4.0,10.0,
710,25990.0,26593.0,Essence,,117.0,Manuelle,4.0,7.0,
711,9990.0,57110.0,Essence,,115.0,Manuelle,2.0,4.0,
712,11290.0,80096.0,Essence,,125.0,Manuelle,4.0,6.0,
713,13890.0,69672.0,Essence,,105.0,Automatique,4.0,5.0,
714,12490.0,50059.0,Essence,,121.0,Automatique,4.0,9.0,
715,12990.0,12431.0,Diesel,,108.0,Manuelle,4.0,5.0,
716,16290.0,62968.0,Essence,,129.0,Automatique,4.0,7.0,
717,11490.0,67023.0,Diesel,,112.0,Manuelle,4.0,5.0,
718,14390.0,9400.0,Essence,,116.0,Manuelle,4.0,7.0,
719,17490.0,18432.0,Essence,,156.0,Manuelle,4.0,7.0,
720,18990.0,58605.0,Diesel,,93.0,Automatique,4.0,6.0,
721,16290.0,45978.0,Essence,,110.0,Automatique,4.0,6.0,
722,23990.0,110570.0,Diesel,,151.0,Automatique,4.0,11.0,
723,21999.0,10.0,Essence,5.0,,Manuelle,4.0,6.0,2020.0
724,14490.0,88000.0,Essence,,119.0,Automatique,4.0,7.0,
725,14990.0,74558.0,Essence,,134.0,Automatique,4.0,11.0,
726,22990.0,56257.0,Diesel,,110.0,Automatique,4.0,10.0,
